api_number,production_month,production_year,production_quarter,oil_and_gas_group,production,operator,basin,shale_play,well_name,well_length_ft
33-053-03391-0000,2024-05-01,2024,Q2,O,2030.224,"PEAK NORTH DAKOTA, LLC",Bakken,Bakken,33-053-03391-0000,
33-053-03391-0000,2024-09-01,2024,Q3,O,1887.674,"PEAK NORTH DAKOTA, LLC",Bakken,Bakken,33-053-03391-0000,
33-053-03493-0000,2024-02-01,2024,Q1,O,1835.493,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-03493-0000,
33-053-03493-0000,2024-08-01,2024,Q3,O,1838.912,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-03493-0000,
33-053-03493-0000,2024-10-01,2024,Q4,G,6.8150001,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-03493-0000,
33-053-03730-0000,2024-07-01,2024,Q3,G,395.25616,"SLAWSON EXPLORATION COMPANY, INC.",Middle Bakken / Three Forks Shale,Middle Bakken / Three Forks Shale,33-053-03730-0000,
33-053-03730-0000,2024-10-01,2024,Q4,O,1916.5959,"SLAWSON EXPLORATION COMPANY, INC.",Middle Bakken / Three Forks Shale,Middle Bakken / Three Forks Shale,33-053-03730-0000,
33-053-03784-0000,2024-02-01,2024,Q1,O,647.479,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-03784-0000,
33-053-03784-0000,2024-06-01,2024,Q2,O,645.75702,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-03784-0000,
33-053-03784-0000,2024-08-01,2024,Q3,O,655.36603,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-03784-0000,
33-053-03785-0000,2024-01-01,2024,Q1,O,2047.229,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-03785-0000,
33-053-03785-0000,2024-03-01,2024,Q1,O,2017.2889,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-03785-0000,
33-053-03785-0000,2024-06-01,2024,Q2,O,1910.028,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-03785-0000,
33-053-03785-0000,2024-08-01,2024,Q3,G,281.34332,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-03785-0000,
33-053-03785-0000,2024-08-01,2024,Q3,O,1945.176,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-03785-0000,
33-053-03850-0000,2024-01-01,2024,Q1,O,1157.772,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-03850-0000,
33-053-03850-0000,2024-09-01,2024,Q3,O,1058.71,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-03850-0000,
33-053-04101-0000,2024-01-01,2024,Q1,G,546.14368,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-04101-0000,
33-053-04101-0000,2024-06-01,2024,Q2,G,495.75784,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-04101-0000,
33-053-04101-0000,2024-09-01,2024,Q3,O,1238.849,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-04101-0000,
33-053-04102-0000,2024-03-01,2024,Q1,O,2083.7749,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04102-0000,
33-053-04102-0000,2024-07-01,2024,Q3,O,1989.787,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04102-0000,
33-053-04272-0000,2024-01-01,2024,Q1,G,61.180332,HESS CORPORATION,Three Forks,Three Forks,33-053-04272-0000,
33-053-04272-0000,2024-01-01,2024,Q1,O,1536.671,HESS CORPORATION,Three Forks,Three Forks,33-053-04272-0000,
33-053-04272-0000,2024-03-01,2024,Q1,G,60.648834,HESS CORPORATION,Three Forks,Three Forks,33-053-04272-0000,
33-053-04272-0000,2024-06-01,2024,Q2,G,1091.5334,HESS CORPORATION,Three Forks,Three Forks,33-053-04272-0000,
33-053-04272-0000,2024-06-01,2024,Q2,O,1442.078,HESS CORPORATION,Three Forks,Three Forks,33-053-04272-0000,
33-053-04272-0000,2024-09-01,2024,Q3,G,57.199165,HESS CORPORATION,Three Forks,Three Forks,33-053-04272-0000,
33-053-04272-0000,2024-10-01,2024,Q4,G,58.855499,HESS CORPORATION,Three Forks,Three Forks,33-053-04272-0000,
33-053-04311-0000,2024-03-01,2024,Q1,G,102.07484,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-04311-0000,
33-053-04311-0000,2024-06-01,2024,Q2,G,694.52002,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-04311-0000,
33-053-04311-0000,2024-08-01,2024,Q3,G,708.92932,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-04311-0000,
33-053-04311-0000,2024-10-01,2024,Q4,O,1460.571,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-04311-0000,
33-053-04379-0000,2024-02-01,2024,Q1,O,753.36401,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04379-0000,
33-053-04379-0000,2024-04-01,2024,Q2,O,762.633,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04379-0000,
33-053-04379-0000,2024-05-01,2024,Q2,G,391.26001,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04379-0000,
33-053-04379-0000,2024-07-01,2024,Q3,G,44.289665,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04379-0000,
33-053-04379-0000,2024-08-01,2024,Q3,G,380.09601,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04379-0000,
33-053-04398-0000,2024-01-01,2024,Q1,O,3036.228,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04398-0000,
33-053-04398-0000,2024-04-01,2024,Q2,G,1103.2532,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04398-0000,
33-053-04398-0000,2024-10-01,2024,Q4,G,103.20067,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04398-0000,
33-053-04469-0000,2024-04-01,2024,Q2,O,4598.7998,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-04469-0000,
33-053-04469-0000,2024-05-01,2024,Q2,G,269.72968,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-04469-0000,
33-053-04469-0000,2024-08-01,2024,Q3,O,4622.9082,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-04469-0000,
33-053-04469-0000,2024-12-01,2024,Q4,G,249.46249,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-04469-0000,
33-053-04490-0000,2024-03-01,2024,Q1,G,157.02333,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-04490-0000,
33-053-04490-0000,2024-07-01,2024,Q3,O,2044.042,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-04490-0000,
33-053-04490-0000,2024-08-01,2024,Q3,O,2021.02,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-04490-0000,
33-053-04490-0000,2024-11-01,2024,Q4,G,139.15883,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-04490-0000,
33-053-04536-0000,2024-01-01,2024,Q1,O,288.04999,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04536-0000,
33-053-04536-0000,2024-04-01,2024,Q2,G,223.60133,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04536-0000,
33-053-04536-0000,2024-06-01,2024,Q2,O,269.83401,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04536-0000,
33-053-04536-0000,2024-10-01,2024,Q4,G,17.2435,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04536-0000,
33-053-04538-0000,2024-02-01,2024,Q1,O,1112.604,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04538-0000,
33-053-04538-0000,2024-04-01,2024,Q2,G,117.89317,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04538-0000,
33-053-04538-0000,2024-04-01,2024,Q2,O,1128.7841,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04538-0000,
33-053-04538-0000,2024-06-01,2024,Q2,G,1341.3405,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04538-0000,
33-053-04538-0000,2024-10-01,2024,Q4,G,117.99717,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04538-0000,
33-053-04538-0000,2024-10-01,2024,Q4,O,1102.002,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04538-0000,
33-053-04538-0000,2024-11-01,2024,Q4,O,1056.896,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-04538-0000,
33-053-04585-0000,2024-02-01,2024,Q1,O,1037.8831,"BRIGHAM OIL & GAS, L.P.",Bakken,Bakken,33-053-04585-0000,
33-053-04585-0000,2024-03-01,2024,Q1,G,796.57318,"BRIGHAM OIL & GAS, L.P.",Bakken,Bakken,33-053-04585-0000,
33-053-04585-0000,2024-06-01,2024,Q2,G,756.45685,"BRIGHAM OIL & GAS, L.P.",Bakken,Bakken,33-053-04585-0000,
33-053-04585-0000,2024-08-01,2024,Q3,G,771.87585,"BRIGHAM OIL & GAS, L.P.",Bakken,Bakken,33-053-04585-0000,
33-053-04585-0000,2024-11-01,2024,Q4,O,1005.438,"BRIGHAM OIL & GAS, L.P.",Bakken,Bakken,33-053-04585-0000,
33-053-04585-0000,2024-12-01,2024,Q4,G,753.38867,"BRIGHAM OIL & GAS, L.P.",Bakken,Bakken,33-053-04585-0000,
33-053-04595-0000,2024-01-01,2024,Q1,G,36.461166,HESS CORPORATION,Three Forks,Three Forks,33-053-04595-0000,
33-053-04595-0000,2024-01-01,2024,Q1,O,1137.509,HESS CORPORATION,Three Forks,Three Forks,33-053-04595-0000,
33-053-04595-0000,2024-03-01,2024,Q1,O,1122.207,HESS CORPORATION,Three Forks,Three Forks,33-053-04595-0000,
33-053-04595-0000,2024-04-01,2024,Q2,O,1078.765,HESS CORPORATION,Three Forks,Three Forks,33-053-04595-0000,
33-053-04595-0000,2024-11-01,2024,Q4,O,1030.042,HESS CORPORATION,Three Forks,Three Forks,33-053-04595-0000,
33-053-04596-0000,2024-01-01,2024,Q1,G,47.146999,HESS CORPORATION,Bakken,Bakken,33-053-04596-0000,
33-053-04596-0000,2024-07-01,2024,Q3,G,786.14185,HESS CORPORATION,Bakken,Bakken,33-053-04596-0000,
33-053-04596-0000,2024-10-01,2024,Q4,G,776.15717,HESS CORPORATION,Bakken,Bakken,33-053-04596-0000,
33-053-04596-0000,2024-10-01,2024,Q4,O,1461.4449,HESS CORPORATION,Bakken,Bakken,33-053-04596-0000,
33-053-04596-0000,2024-11-01,2024,Q4,O,1405.0229,HESS CORPORATION,Bakken,Bakken,33-053-04596-0000,
33-053-04621-0000,2024-08-01,2024,Q3,G,876.11334,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04621-0000,
33-053-04621-0000,2024-09-01,2024,Q3,O,889.461,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04621-0000,
33-053-04621-0000,2024-12-01,2024,Q4,O,901.99597,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04621-0000,
33-053-04699-0000,2024-07-01,2024,Q3,O,1363.446,"ZAVANNA, LLC",Bakken,Bakken,33-053-04699-0000,
33-053-04699-0000,2024-10-01,2024,Q4,G,2785.2356,"ZAVANNA, LLC",Bakken,Bakken,33-053-04699-0000,
33-053-04699-0000,2024-12-01,2024,Q4,O,1276.293,"ZAVANNA, LLC",Bakken,Bakken,33-053-04699-0000,
33-053-04786-0000,2024-01-01,2024,Q1,G,91.588501,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-04786-0000,
33-053-04786-0000,2024-08-01,2024,Q3,O,6118.8018,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-04786-0000,
33-053-04787-0000,2024-09-01,2024,Q3,G,33.334667,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-04787-0000,
33-053-04806-0000,2024-01-01,2024,Q1,O,834.53497,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04806-0000,
33-053-04806-0000,2024-03-01,2024,Q1,G,22.106667,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04806-0000,
33-053-04806-0000,2024-06-01,2024,Q2,G,408.86099,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04806-0000,
33-053-04806-0000,2024-09-01,2024,Q3,O,737.021,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04806-0000,
33-053-04806-0000,2024-10-01,2024,Q4,G,404.44983,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04806-0000,
33-053-04806-0000,2024-11-01,2024,Q4,G,387.33865,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04806-0000,
33-053-04806-0000,2024-12-01,2024,Q4,G,395.98834,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04806-0000,
33-053-04808-0000,2024-03-01,2024,Q1,G,72.524498,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04808-0000,
33-053-04808-0000,2024-06-01,2024,Q2,O,3022.3169,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04808-0000,
33-053-04808-0000,2024-10-01,2024,Q4,G,67.285667,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04808-0000,
33-053-04860-0000,2024-05-01,2024,Q2,G,25.970501,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-04860-0000,
33-053-04860-0000,2024-05-01,2024,Q2,O,1394.8929,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-04860-0000,
33-053-04860-0000,2024-07-01,2024,Q3,O,1379.329,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-04860-0000,
33-053-04860-0000,2024-08-01,2024,Q3,O,1371.583,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-04860-0000,
33-053-04860-0000,2024-10-01,2024,Q4,G,753.56982,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-04860-0000,
33-053-04860-0000,2024-12-01,2024,Q4,G,25.268833,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-04860-0000,
33-053-04861-0000,2024-07-01,2024,Q3,O,1460.183,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-04861-0000,
33-053-04861-0000,2024-10-01,2024,Q4,O,1435.942,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-04861-0000,
33-053-04861-0000,2024-11-01,2024,Q4,O,1382.179,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-04861-0000,
33-053-04862-0000,2024-01-01,2024,Q1,G,562.26434,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-04862-0000,
33-053-04862-0000,2024-07-01,2024,Q3,O,1697.929,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-04862-0000,
33-053-04862-0000,2024-10-01,2024,Q4,O,1668.983,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-04862-0000,
33-053-04866-0000,2024-08-01,2024,Q3,G,1281.101,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-04866-0000,
33-053-04870-0000,2024-02-01,2024,Q1,O,2789.167,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-04870-0000,
33-053-04870-0000,2024-07-01,2024,Q3,G,9.6750002,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-04870-0000,
33-053-04870-0000,2024-08-01,2024,Q3,G,1797.7191,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-04870-0000,
33-053-04870-0000,2024-09-01,2024,Q3,O,2670.2661,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-04870-0000,
33-053-04871-0000,2024-03-01,2024,Q1,G,1413.9536,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-04871-0000,
33-053-04872-0000,2024-04-01,2024,Q2,G,541.45081,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-04872-0000,
33-053-04872-0000,2024-05-01,2024,Q2,O,610.69397,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-04872-0000,
33-053-04872-0000,2024-06-01,2024,Q2,O,583.33301,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-04872-0000,
33-053-04872-0000,2024-10-01,2024,Q4,O,572.22998,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-04872-0000,
33-053-04873-0000,2024-03-01,2024,Q1,O,1805.302,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-04873-0000,
33-053-04873-0000,2024-06-01,2024,Q2,G,6.1561666,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-04873-0000,
33-053-04873-0000,2024-11-01,2024,Q4,G,5.7831669,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-04873-0000,
33-053-04873-0000,2024-12-01,2024,Q4,G,5.9026666,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-04873-0000,
33-053-04895-0000,2024-05-01,2024,Q2,O,1057.584,XTO ENERGY INC,Bakken,Bakken,33-053-04895-0000,
33-053-04895-0000,2024-08-01,2024,Q3,O,1036.916,XTO ENERGY INC,Bakken,Bakken,33-053-04895-0000,
33-053-04944-0000,2024-01-01,2024,Q1,G,40.129333,XTO ENERGY INC,Three Forks,Three Forks,33-053-04944-0000,
33-053-04944-0000,2024-07-01,2024,Q3,O,1710.712,XTO ENERGY INC,Three Forks,Three Forks,33-053-04944-0000,
33-053-04944-0000,2024-09-01,2024,Q3,G,1480.4308,XTO ENERGY INC,Three Forks,Three Forks,33-053-04944-0000,
33-053-04959-0000,2024-03-01,2024,Q1,O,753.02197,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-04959-0000,
33-053-04959-0000,2024-05-01,2024,Q2,O,740.63,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-04959-0000,
33-053-04959-0000,2024-09-01,2024,Q3,O,693.89398,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-04959-0000,
33-053-04959-0000,2024-12-01,2024,Q4,O,700.18799,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-04959-0000,
33-053-04960-0000,2024-04-01,2024,Q2,G,457.52368,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04960-0000,
33-053-04960-0000,2024-06-01,2024,Q2,O,1248.884,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04960-0000,
33-053-04961-0000,2024-01-01,2024,Q1,G,340.58801,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04961-0000,
33-053-04961-0000,2024-05-01,2024,Q2,O,1058.158,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04961-0000,
33-053-04961-0000,2024-09-01,2024,Q3,G,318.27551,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04961-0000,
33-053-04961-0000,2024-10-01,2024,Q4,O,1024.1379,QEP ENERGY COMPANY,Bakken,Bakken,33-053-04961-0000,
33-053-04962-0000,2024-02-01,2024,Q1,G,14.2645,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-04962-0000,
33-053-04962-0000,2024-07-01,2024,Q3,O,1372.1541,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-04962-0000,
33-053-04969-0000,2024-07-01,2024,Q3,G,1121.781,"G3 OPERATING, LLC",Bakken,Bakken,33-053-04969-0000,
33-053-04969-0000,2024-10-01,2024,Q4,G,1104.4858,"G3 OPERATING, LLC",Bakken,Bakken,33-053-04969-0000,
33-053-04974-0000,2024-08-01,2024,Q3,O,404.12701,XTO ENERGY INC,Three Forks,Three Forks,33-053-04974-0000,
33-053-04974-0000,2024-12-01,2024,Q4,O,367.35001,XTO ENERGY INC,Three Forks,Three Forks,33-053-04974-0000,
33-053-04976-0000,2024-08-01,2024,Q3,G,657.0705,XTO ENERGY INC,Three Forks,Three Forks,33-053-04976-0000,
33-053-04976-0000,2024-08-01,2024,Q3,O,2149.012,XTO ENERGY INC,Three Forks,Three Forks,33-053-04976-0000,
33-053-04976-0000,2024-10-01,2024,Q4,G,36.149834,XTO ENERGY INC,Three Forks,Three Forks,33-053-04976-0000,
33-053-04976-0000,2024-10-01,2024,Q4,O,2123.394,XTO ENERGY INC,Three Forks,Three Forks,33-053-04976-0000,
33-053-04976-0000,2024-12-01,2024,Q4,O,2098.4709,XTO ENERGY INC,Three Forks,Three Forks,33-053-04976-0000,
33-053-05007-0000,2024-01-01,2024,Q1,G,34.4165,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05007-0000,
33-053-05007-0000,2024-01-01,2024,Q1,O,998.96698,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05007-0000,
33-053-05007-0000,2024-05-01,2024,Q2,G,33.823002,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05007-0000,
33-053-05007-0000,2024-08-01,2024,Q3,O,948.15802,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05007-0000,
33-053-05013-0000,2024-05-01,2024,Q2,G,7.7111669,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05013-0000,
33-053-05013-0000,2024-08-01,2024,Q3,G,410.05283,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05013-0000,
33-053-05013-0000,2024-08-01,2024,Q3,O,1732.5341,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05013-0000,
33-053-05013-0000,2024-12-01,2024,Q4,O,1690.678,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05013-0000,
33-053-05014-0000,2024-01-01,2024,Q1,O,4583.8032,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05014-0000,
33-053-05014-0000,2024-03-01,2024,Q1,O,4519.3389,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05014-0000,
33-053-05014-0000,2024-07-01,2024,Q3,G,1151.0989,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05014-0000,
33-053-05014-0000,2024-09-01,2024,Q3,O,4194.5068,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05014-0000,
33-053-05014-0000,2024-11-01,2024,Q4,O,4138.3018,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05014-0000,
33-053-05015-0000,2024-03-01,2024,Q1,G,16.762501,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05015-0000,
33-053-05015-0000,2024-06-01,2024,Q2,G,16.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05015-0000,
33-053-05015-0000,2024-06-01,2024,Q2,O,601.55701,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05015-0000,
33-053-05015-0000,2024-08-01,2024,Q3,G,164.77499,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05015-0000,
33-053-05015-0000,2024-10-01,2024,Q4,G,16.236166,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05015-0000,
33-053-05043-0000,2024-11-01,2024,Q4,G,1493.3325,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05043-0000,
33-053-05058-0000,2024-01-01,2024,Q1,O,823.01202,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05058-0000,
33-053-05059-0000,2024-02-01,2024,Q1,O,1818.797,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05059-0000,
33-053-05059-0000,2024-07-01,2024,Q3,G,373.83185,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05059-0000,
33-053-05068-0000,2024-01-01,2024,Q1,O,2262.991,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05068-0000,
33-053-05068-0000,2024-06-01,2024,Q2,G,615.53351,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05068-0000,
33-053-05080-0000,2024-03-01,2024,Q1,O,2201.1379,STATOIL OIL & GAS LP,Three Forks,Three Forks,33-053-05080-0000,
33-053-05083-0000,2024-03-01,2024,Q1,G,1034.421,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05083-0000,
33-053-05083-0000,2024-07-01,2024,Q3,O,1351.943,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05083-0000,
33-053-05083-0000,2024-12-01,2024,Q4,G,953.61035,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05083-0000,
33-053-05083-0000,2024-12-01,2024,Q4,O,1289.8051,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05083-0000,
33-053-05084-0000,2024-02-01,2024,Q1,O,1486.3929,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05084-0000,
33-053-05084-0000,2024-04-01,2024,Q2,G,173.35699,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05084-0000,
33-053-05084-0000,2024-07-01,2024,Q3,G,879.40564,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05084-0000,
33-053-05093-0000,2024-08-01,2024,Q3,G,784.47833,HESS CORPORATION,Three Forks,Three Forks,33-053-05093-0000,
33-053-05093-0000,2024-09-01,2024,Q3,O,1949.473,HESS CORPORATION,Three Forks,Three Forks,33-053-05093-0000,
33-053-05093-0000,2024-12-01,2024,Q4,O,1976.004,HESS CORPORATION,Three Forks,Three Forks,33-053-05093-0000,
33-053-05097-0000,2024-02-01,2024,Q1,O,1196.5081,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05097-0000,
33-053-05097-0000,2024-04-01,2024,Q2,G,327.54184,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05097-0000,
33-053-05097-0000,2024-07-01,2024,Q3,G,6.7259998,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05097-0000,
33-053-05097-0000,2024-10-01,2024,Q4,O,1217.7,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05097-0000,
33-053-05100-0000,2024-01-01,2024,Q1,G,1396.2455,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05100-0000,
33-053-05101-0000,2024-02-01,2024,Q1,O,1201.3879,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05101-0000,
33-053-05101-0000,2024-03-01,2024,Q1,O,1274.9969,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05101-0000,
33-053-05101-0000,2024-04-01,2024,Q2,O,1225.345,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05101-0000,
33-053-05101-0000,2024-06-01,2024,Q2,G,13.3,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05101-0000,
33-053-05101-0000,2024-06-01,2024,Q2,O,1208.41,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05101-0000,
